TIME,Cp[0]:1,Cp[1]:1,Cp[2]:1,Cp[3]:1,Cp[4]:1,Cp[5]:1,Cp[6]:1,Cp[7]:1,Cp[8]:1,Cp[9]:1,Cp[10]:1,Cp[11]:1,Cp[12]:1,Cp[13]:1,Cp[14]:1,Cp[15]:1,Cp[16]:1,Cp[17]:1,Cp[18]:1,Cp[19]:1,Cp[20]:1
4.72,1.67468634,1.39083895,1.63089349,1.75934482,1.71796028,1.73217325,1.7118275,1.81144514,1.78743482,1.69465701,1.85641818,1.83063128,1.78339929,1.80483626,1.47854645,1.986004,2.21355332,1.39988093,1.90634455,1.71322213,1.67368425
4.74,1.77038756,1.71943831,1.48788384,1.76776357,1.67635775,1.72616632,1.51062005,1.77885391,1.82723672,1.76458327,1.65045201,1.661695,1.50583556,1.43822486,1.77631913,1.78770006,1.78245751,1.66444946,1.78776612,1.61430389,1.52900878
4.76,1.57722172,1.68158702,1.50774885,1.6220194,1.42765876,1.72818513,1.62634223,1.74397553,1.57897205,1.49808566,1.65367696,1.65523533,1.87564952,1.3334047,1.61709006,1.63037503,1.65557806,1.62218259,1.57861318,1.46076743,1.27460439
4.78,1.84413815,1.65541917,1.81573026,1.56673335,1.82173235,1.726015,1.5274137,1.67548616,1.50833159,1.74177683,1.69358989,1.56862036,1.71399234,1.46748804,1.66048451,1.64830828,1.84249496,1.61711852,1.76212177,1.44608557,1.60280221
4.8,1.59043444,1.73966985,1.66625065,1.84866541,1.91951897,1.95150442,1.4879458,1.62401521,1.74857852,1.35438664,1.30445233,1.64088897,1.75870673,1.46318695,1.44520967,1.76950108,1.54852951,1.69631981,1.837118,1.68000945,1.56381063
4.82,1.93682229,1.97661792,1.46233141,1.66285174,1.5747611,1.7114784,1.58771816,1.85749259,1.68250114,1.64805717,1.55355504,1.58695273,1.3897032,1.65025039,1.65409131,1.51172511,1.57438091,1.48860103,1.752377,1.66017686,1.455171
4.84,1.50762436,1.70351212,1.67421917,1.70267472,1.58146465,1.63315893,1.98409801,1.55111477,1.83104837,1.62455493,1.68002569,1.5888689,2.05546404,1.58266954,1.37517986,1.75118722,1.72248528,1.45788554,1.66347131,1.58936263,1.68205698
4.86,1.71910594,1.72763271,1.50955657,1.54223021,1.60463694,1.82299463,1.62758965,1.7982407,1.44343787,1.31830771,2.01267937,1.70810784,1.67759209,1.55467225,1.76632172,1.24855363,1.53886322,1.60757709,1.71608369,1.56664878,1.6489373
4.88,1.67464757,1.50754194,1.53701454,1.45678855,1.51984642,1.66534529,1.52683576,1.36945546,1.68218463,1.78339868,1.7577435,1.55907044,1.64780047,1.71285346,1.47439203,1.65340036,1.68846904,1.51705193,1.74815,1.59509454,1.66116077
4.9,1.76930983,1.33468907,1.58829378,1.43559793,1.58254952,1.904248,1.58649319,1.54711348,1.73741618,1.52933283,1.73714441,1.56752142,1.91506827,1.64801637,1.60290234,1.69605073,1.63784891,1.48470923,1.80747964,1.44735519,1.60452976
4.92,1.39481186,1.55610002,1.45141673,1.63000864,1.74733719,1.50914875,1.43431153,1.44259502,1.69782814,1.51317767,1.36949528,1.39297854,1.18057643,1.4353169,1.36000402,1.44059154,1.4522716,1.71508883,1.8204593,1.49397302,1.3296753
4.94,1.4312342,1.48794907,1.49772801,1.24884195,1.43197276,1.56352489,1.75295918,1.51651391,1.44193768,1.51831663,1.76493228,1.30107998,1.47491051,1.31972709,1.54742805,1.44370364,1.43258145,1.39786093,1.38165517,1.74564922,1.64345368
4.96,1.57879204,1.76515398,1.41335485,1.23302511,1.50647559,1.33175989,1.47924549,1.62095227,1.80959298,1.3899148,1.39141248,1.68790862,1.53359484,1.52159496,1.54458493,1.58936454,1.20069929,1.39223545,1.61910033,1.48592677,1.3276152
4.98,1.39135501,1.31239884,1.56741935,1.62053388,1.48241658,1.62436324,1.20870716,1.53176227,1.42026121,1.68033852,1.64950472,1.53353128,1.36108146,1.68500822,1.66279676,1.56067298,1.82665489,1.56407485,1.40026167,1.77577813,1.5549764
5,1.66021228,1.23605987,1.80720512,1.62486276,1.54458057,1.69771623,1.8981667,1.76658253,1.46205733,1.56443722,1.398055,1.59034313,1.17461122,1.48115294,1.59498322,1.54685759,1.80954881,1.60619779,1.26902434,1.6026591,1.30256866
5.02,1.85811354,1.55375894,1.65733619,1.47953375,1.57331696,1.60370843,1.40267294,1.39471434,1.53067127,1.47506996,1.35760278,1.55556029,1.1924971,1.68670856,1.63406496,1.49565362,1.65504999,1.54179714,1.77915927,1.4112301,1.11216797
5.04,1.67575385,1.55869554,1.7777906,1.53500657,1.43790525,1.56527908,1.41036712,1.2182757,1.59275403,1.8096778,1.51532847,1.34693945,1.66363943,1.4339851,1.54363665,1.52035841,1.25893944,1.62590259,1.57476994,1.48355008,1.37050576
5.06,1.51384498,1.52316751,1.26355262,1.38634654,1.34587016,1.26450546,1.32005952,1.49629548,1.28344466,1.38880674,1.59670945,1.60852078,1.26023941,1.73809927,1.43052538,1.51361948,1.37142693,1.51326847,1.64554641,1.5731764,1.36686553
5.08,1.72039392,1.48649505,1.38464349,1.69317864,1.69301869,1.50675752,1.24923954,1.274783,1.47022014,1.26928776,1.338561,1.36170119,1.22674647,1.6200696,1.57267726,1.54865705,1.42369337,1.62163266,1.39522718,1.66587841,1.2408309
5.1,1.48548796,1.35421988,1.69233884,1.50339838,1.57801904,1.46908703,1.47485545,1.35327064,1.66954747,1.49978794,1.64667345,1.33484807,1.49414188,1.24561007,1.44949815,1.27584531,1.39523592,1.52325658,1.42760141,1.44578039,1.3463017
5.12,1.53531308,1.28313382,1.54320213,1.41578779,1.39316816,1.42611298,1.42748963,1.48664301,1.70750364,1.58743535,1.47097937,1.59203719,1.40643941,1.48633759,1.55284361,1.46603644,1.36316696,1.53116906,1.40933024,1.4755214,1.6903543
5.14,1.2117288,1.20859324,1.3892526,1.41512725,1.44135988,1.42869329,1.38004878,1.25396972,1.36983611,1.43794787,1.49516257,1.33357208,1.70798972,1.29365386,1.29142551,1.45051696,1.19421688,1.44957952,1.37156229,1.5126615,1.58611678
5.16,1.27350712,1.08970067,1.47181429,1.53474078,1.41609234,1.58011544,1.34864232,1.14007424,1.15049556,1.39683504,1.3984822,1.2818015,1.07120547,1.49425782,1.23861319,1.50181713,1.47080829,1.45671344,1.50878653,1.59142871,1.33673466
